delegation,superficie,chambres,salle_de_bains,etat,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
26.0,275,2,1,11,3,1.0,0.0,0.0,0.0,1231450.0
7.0,200,2,2,11,1,1.0,0.0,0.0,0.0,932200.0
10.0,104,1,1,11,5,1.0,0.0,0.0,0.0,524051.0
25.0,79,1,1,9,8,0.0,0.0,0.0,1.0,335118.0
10.0,73,1,1,11,5,1.0,0.0,0.0,0.0,381027.0
8.0,286,1,1,10,5,0.0,1.0,0.0,0.0,1018446.0
18.0,105,1,1,11,1,0.0,1.0,0.0,0.0,438795.0
27.0,147,1,1,9,1,0.0,0.0,0.0,1.0,645330.0
37.0,88,3,1,4,4,0.0,0.0,0.0,1.0,317117.0
20.0,70,2,1,10,1,0.0,0.0,0.0,1.0,296170.0
16.0,199,2,2,11,9,0.0,1.0,0.0,0.0,673814.0
25.0,224,1,1,11,7,0.0,0.0,0.0,1.0,1014720.0
32.0,131,1,1,10,3,0.0,0.0,0.0,1.0,556095.0
17.0,246,1,2,11,4,0.0,1.0,0.0,0.0,998268.0
9.0,237,1,2,11,8,0.0,1.0,0.0,0.0,966486.0
2.0,95,1,1,10,1,1.0,0.0,0.0,0.0,416290.0
32.0,182,4,1,10,5,0.0,0.0,0.0,1.0,786786.0
32.0,97,2,1,9,8,0.0,0.0,0.0,1.0,416518.0
1.0,143,1,1,4,7,0.0,0.0,1.0,0.0,527155.0
29.0,228,3,1,10,8,0.0,0.0,0.0,1.0,1023264.0
29.0,244,1,2,4,1,1.0,0.0,0.0,0.0,1095365.0
29.0,135,2,1,11,1,1.0,0.0,0.0,0.0,669195.0
37.0,116,1,1,9,5,0.0,0.0,0.0,1.0,573968.0
23.0,135,2,1,4,5,0.0,0.0,0.0,1.0,600696.0
15.0,73,3,1,10,4,0.0,1.0,0.0,0.0,275064.0
21.0,89,4,1,11,1,0.0,0.0,0.0,1.0,378517.0
14.0,81,1,1,4,1,0.0,1.0,0.0,0.0,267835.0
10.0,217,1,2,4,3,1.0,0.0,0.0,0.0,875335.0
32.0,141,1,1,9,1,0.0,0.0,0.0,1.0,602775.0
28.0,219,1,2,4,5,0.0,0.0,0.0,1.0,921837.0
18.0,157,1,2,11,3,0.0,1.0,0.0,0.0,634280.0
29.0,143,2,1,9,6,0.0,0.0,0.0,1.0,688259.0
24.0,184,1,2,4,1,0.0,0.0,0.0,1.0,771530.0
27.0,177,1,1,4,5,1.0,0.0,0.0,0.0,814581.0
28.0,88,1,1,11,6,0.0,0.0,0.0,1.0,432608.0
28.0,203,3,2,9,4,0.0,0.0,0.0,1.0,927507.0
28.0,73,1,1,10,2,0.0,0.0,0.0,1.0,322076.0
16.0,277,1,2,11,6,0.0,1.0,0.0,0.0,1056755.0
9.0,128,1,1,11,5,0.0,1.0,0.0,0.0,450240.0
2.0,240,1,1,4,9,1.0,0.0,0.0,0.0,914976.0
28.0,63,1,1,10,7,0.0,0.0,0.0,1.0,277704.0
18.0,281,1,1,11,6,0.0,1.0,0.0,0.0,1109669.0
28.0,187,3,1,9,2,0.0,0.0,0.0,1.0,888998.0
32.0,265,4,2,4,7,0.0,0.0,0.0,1.0,1008140.0
25.0,172,3,2,11,1,0.0,0.0,0.0,1.0,716552.0
27.0,118,1,1,9,1,1.0,0.0,0.0,0.0,581976.0
21.0,255,1,2,4,2,0.0,0.0,0.0,1.0,966654.0
7.0,192,2,2,10,2,1.0,0.0,0.0,0.0,803136.0
21.0,233,1,2,9,4,0.0,0.0,0.0,1.0,1041044.0
10.0,171,2,2,4,7,1.0,0.0,0.0,0.0,660847.0
10.0,182,2,2,9,7,1.0,0.0,0.0,0.0,732732.0
28.0,249,1,1,9,2,0.0,0.0,0.0,1.0,1087134.0
29.0,157,2,2,9,5,1.0,0.0,0.0,0.0,767102.0
9.0,207,2,2,10,5,0.0,1.0,0.0,0.0,783495.0
29.0,158,3,1,9,1,1.0,0.0,0.0,0.0,765984.0
11.0,269,1,1,4,4,0.0,0.0,0.0,1.0,1084366.0
10.0,142,1,1,11,9,1.0,0.0,0.0,0.0,607476.0
17.0,274,1,1,11,6,0.0,1.0,0.0,0.0,993524.0
36.0,169,1,2,4,9,0.0,0.0,0.0,1.0,630150.0
29.0,146,3,1,10,1,0.0,0.0,0.0,1.0,601812.0
18.0,90,2,1,11,9,0.0,1.0,0.0,0.0,360720.0
29.0,112,4,1,9,5,0.0,0.0,0.0,1.0,473536.0
17.0,293,1,1,9,4,0.0,1.0,0.0,0.0,1137133.0
10.0,300,1,1,11,9,1.0,0.0,0.0,0.0,1219500.0
6.0,192,4,1,11,7,0.0,1.0,0.0,0.0,685440.0
32.0,236,2,2,10,4,0.0,0.0,0.0,1.0,1177876.0
26.0,93,2,1,11,6,1.0,0.0,0.0,0.0,440820.0
22.0,88,1,1,4,9,1.0,0.0,0.0,0.0,372478.0
27.0,239,1,1,11,5,0.0,0.0,0.0,1.0,1097966.0
29.0,89,3,1,9,6,0.0,0.0,0.0,1.0,357335.0
17.0,281,1,2,10,7,0.0,1.0,0.0,0.0,1009633.0
8.0,256,3,2,9,9,0.0,1.0,0.0,0.0,928256.0
22.0,55,3,1,10,6,1.0,0.0,0.0,0.0,260150.0
34.0,168,2,2,4,5,0.0,0.0,0.0,1.0,703987.0
29.0,245,1,1,10,8,1.0,0.0,0.0,0.0,1019935.0
22.0,137,1,1,4,4,1.0,0.0,0.0,0.0,498502.0
27.0,263,2,2,11,8,1.0,0.0,0.0,0.0,1130900.0
12.0,119,2,1,4,5,0.0,1.0,0.0,0.0,358142.0
32.0,209,4,2,9,6,0.0,0.0,0.0,1.0,869440.0
32.0,63,2,1,4,1,0.0,0.0,0.0,1.0,243186.0
10.0,284,1,2,4,5,1.0,0.0,0.0,0.0,1195186.0
32.0,195,2,1,10,6,0.0,0.0,0.0,1.0,796185.0
34.0,99,1,1,10,5,0.0,0.0,0.0,1.0,465300.0
21.0,211,3,1,9,3,0.0,0.0,0.0,1.0,958995.0
29.0,52,1,1,11,1,0.0,0.0,0.0,1.0,213668.0
27.0,157,2,1,4,2,1.0,0.0,0.0,0.0,578765.0
9.0,256,1,1,11,9,0.0,1.0,0.0,0.0,868096.0
27.0,190,2,2,4,5,0.0,0.0,0.0,1.0,794637.0
10.0,122,1,1,9,6,1.0,0.0,0.0,0.0,554124.0
7.0,118,1,1,9,5,1.0,0.0,0.0,0.0,586460.0
19.0,71,3,1,11,5,0.0,1.0,0.0,0.0,240406.0
10.0,245,1,1,9,1,1.0,0.0,0.0,0.0,1214710.0
27.0,149,3,1,11,4,0.0,0.0,0.0,1.0,655898.0
21.0,124,1,1,10,1,0.0,0.0,0.0,1.0,587016.0
8.0,290,2,1,4,4,0.0,1.0,0.0,0.0,889227.0
32.0,270,2,2,4,7,0.0,0.0,0.0,1.0,1146231.0
13.0,140,1,1,10,1,0.0,1.0,0.0,0.0,535500.0
27.0,115,1,1,11,6,1.0,0.0,0.0,0.0,527390.0
11.0,284,1,2,10,1,0.0,0.0,0.0,1.0,1136284.0
27.0,294,2,2,11,1,0.0,0.0,0.0,1.0,1430310.0
27.0,265,2,2,4,3,1.0,0.0,0.0,0.0,1134068.0
19.0,124,3,1,10,6,0.0,1.0,0.0,0.0,520552.0
19.0,222,1,2,9,5,0.0,1.0,0.0,0.0,859806.0
29.0,217,4,1,10,7,0.0,0.0,0.0,1.0,1061130.0
17.0,83,3,1,9,1,0.0,1.0,0.0,0.0,316313.0
13.0,80,2,1,10,1,0.0,1.0,0.0,0.0,307280.0
29.0,196,1,2,10,7,0.0,0.0,0.0,1.0,867496.0
32.0,67,1,1,11,4,0.0,0.0,0.0,1.0,291584.0
29.0,193,1,2,4,5,0.0,0.0,0.0,1.0,795381.0
10.0,285,1,2,10,7,1.0,0.0,0.0,0.0,1273380.0
36.0,264,2,2,4,4,0.0,0.0,0.0,1.0,1100801.0
26.0,84,1,1,9,6,1.0,0.0,0.0,0.0,404376.0
27.0,244,1,2,11,7,1.0,0.0,0.0,0.0,997472.0
26.0,153,4,2,4,5,1.0,0.0,0.0,0.0,655548.0
26.0,212,1,2,10,5,1.0,0.0,0.0,0.0,920228.0
26.0,212,2,1,9,5,1.0,0.0,0.0,0.0,982556.0
29.0,275,3,2,11,8,0.0,0.0,0.0,1.0,1314225.0
29.0,50,1,1,10,2,0.0,0.0,0.0,1.0,232500.0
28.0,263,2,1,10,5,0.0,0.0,0.0,1.0,1125377.0
3.0,158,2,2,9,5,1.0,0.0,0.0,0.0,785260.0
32.0,155,1,1,9,1,0.0,0.0,0.0,1.0,627595.0
29.0,294,4,1,10,7,0.0,0.0,0.0,1.0,1425900.0
32.0,285,2,1,9,7,0.0,0.0,0.0,1.0,1393080.0
32.0,193,2,2,10,2,0.0,0.0,0.0,1.0,806740.0
22.0,238,1,1,10,4,1.0,0.0,0.0,0.0,1031730.0
28.0,282,1,1,4,2,0.0,0.0,0.0,1.0,1138801.0
31.0,245,1,2,4,2,0.0,0.0,0.0,1.0,1031720.0
6.0,54,1,1,10,2,0.0,1.0,0.0,0.0,175014.0
10.0,78,1,1,4,7,1.0,0.0,0.0,0.0,284029.0
24.0,129,1,1,11,2,0.0,0.0,0.0,1.0,541671.0
28.0,123,1,1,9,1,0.0,0.0,0.0,1.0,609711.0
29.0,232,1,2,4,1,0.0,0.0,0.0,1.0,1031681.0
10.0,146,1,1,4,7,1.0,0.0,0.0,0.0,584073.0
34.0,284,1,1,4,8,0.0,0.0,0.0,1.0,1233781.0
7.0,146,1,1,4,1,1.0,0.0,0.0,0.0,627829.0
29.0,167,2,2,11,1,0.0,0.0,0.0,1.0,787071.0
27.0,135,2,1,10,5,1.0,0.0,0.0,0.0,585495.0
11.0,120,1,1,9,8,0.0,0.0,0.0,1.0,499800.0
2.0,62,1,1,11,1,0.0,0.0,0.0,1.0,302808.0
23.0,61,2,1,11,2,0.0,0.0,0.0,1.0,275110.0
16.0,165,3,2,10,3,0.0,1.0,0.0,0.0,530475.0
26.0,247,2,2,9,9,1.0,0.0,0.0,0.0,1184365.0
29.0,81,2,1,9,1,0.0,0.0,0.0,1.0,350325.0
29.0,119,4,1,10,2,1.0,0.0,0.0,0.0,522053.0
16.0,126,2,1,10,1,0.0,1.0,0.0,0.0,453222.0
37.0,163,2,1,11,8,0.0,0.0,0.0,1.0,808806.0
29.0,139,1,1,10,9,1.0,0.0,0.0,0.0,633423.0
18.0,77,3,1,10,7,0.0,1.0,0.0,0.0,303303.0
32.0,248,1,2,9,7,0.0,0.0,0.0,1.0,1016056.0
10.0,141,1,1,10,4,1.0,0.0,0.0,0.0,606018.0
10.0,170,4,1,9,3,1.0,0.0,0.0,0.0,810560.0
33.0,133,2,1,10,5,0.0,0.0,0.0,1.0,696155.0
27.0,283,3,1,4,5,0.0,0.0,0.0,1.0,1274595.0
10.0,295,1,1,10,5,1.0,0.0,0.0,0.0,1292690.0
37.0,253,3,2,11,4,0.0,0.0,0.0,1.0,1183534.0
27.0,267,1,2,11,1,0.0,0.0,0.0,1.0,1334466.0
19.0,139,1,1,4,7,0.0,1.0,0.0,0.0,464496.0
29.0,291,1,2,11,2,0.0,0.0,0.0,1.0,1313574.0
17.0,166,2,1,11,6,0.0,1.0,0.0,0.0,601916.0
27.0,110,1,1,9,1,0.0,0.0,0.0,1.0,464530.0
9.0,197,1,1,10,1,0.0,1.0,0.0,0.0,750964.0
3.0,80,3,1,4,7,1.0,0.0,0.0,0.0,359784.0
10.0,67,2,1,4,2,1.0,0.0,0.0,0.0,294686.0
27.0,76,3,1,10,9,1.0,0.0,0.0,0.0,379848.0
32.0,138,3,1,11,8,0.0,0.0,0.0,1.0,653154.0
10.0,263,4,2,11,1,1.0,0.0,0.0,0.0,1126692.0
9.0,231,2,1,10,4,0.0,1.0,0.0,0.0,776622.0
29.0,157,2,2,9,9,0.0,0.0,0.0,1.0,761136.0
10.0,76,1,1,4,8,1.0,0.0,0.0,0.0,324011.0
10.0,86,1,1,10,5,1.0,0.0,0.0,0.0,421486.0
10.0,290,1,2,10,1,1.0,0.0,0.0,0.0,1346470.0
29.0,113,1,1,10,5,1.0,0.0,0.0,0.0,485872.0
11.0,145,3,1,9,5,0.0,0.0,0.0,1.0,643075.0
29.0,205,2,2,10,2,0.0,0.0,0.0,1.0,884575.0
28.0,89,4,1,4,5,0.0,0.0,0.0,1.0,345071.0
35.0,188,4,1,11,2,0.0,0.0,0.0,1.0,791292.0
18.0,110,2,1,4,2,0.0,1.0,0.0,0.0,415602.0
29.0,265,2,2,11,3,0.0,0.0,0.0,1.0,1193030.0
3.0,210,1,1,10,8,1.0,0.0,0.0,0.0,888300.0
10.0,108,1,1,11,7,1.0,0.0,0.0,0.0,461808.0
36.0,207,2,2,4,2,0.0,0.0,0.0,1.0,876542.0
29.0,56,1,1,11,5,0.0,0.0,0.0,1.0,236544.0
29.0,150,2,1,10,4,1.0,0.0,0.0,0.0,747300.0
29.0,176,1,2,10,1,0.0,0.0,0.0,1.0,782848.0
16.0,213,2,1,9,8,0.0,1.0,0.0,0.0,846036.0
27.0,199,2,2,4,1,0.0,0.0,0.0,1.0,779264.0
32.0,113,2,1,11,1,0.0,0.0,0.0,1.0,476747.0
22.0,156,3,1,11,7,1.0,0.0,0.0,0.0,748176.0
10.0,298,2,1,4,3,1.0,0.0,0.0,0.0,1174984.0
35.0,78,1,1,9,2,0.0,0.0,0.0,1.0,335400.0
32.0,156,1,1,11,1,0.0,0.0,0.0,1.0,743964.0
17.0,155,4,1,4,8,0.0,1.0,0.0,0.0,476392.0
9.0,219,3,2,4,2,0.0,1.0,0.0,0.0,721583.0
29.0,158,2,1,4,4,1.0,0.0,0.0,0.0,666065.0
29.0,227,1,2,9,1,0.0,0.0,0.0,1.0,942504.0
34.0,244,2,2,4,8,0.0,0.0,0.0,1.0,1078016.0
27.0,77,2,1,4,5,0.0,0.0,0.0,1.0,341050.0
21.0,76,1,1,11,3,0.0,0.0,0.0,1.0,326420.0
9.0,154,1,1,9,5,0.0,1.0,0.0,0.0,531023.0
25.0,115,3,1,9,1,0.0,0.0,0.0,1.0,478860.0
26.0,143,2,1,11,3,1.0,0.0,0.0,0.0,666666.0
17.0,228,3,2,4,5,0.0,1.0,0.0,0.0,769500.0
29.0,89,1,1,9,9,1.0,0.0,0.0,0.0,424441.0
9.0,255,4,1,10,8,0.0,1.0,0.0,0.0,1005210.0
17.0,118,2,1,9,7,0.0,1.0,0.0,0.0,395064.0
29.0,75,2,1,11,1,1.0,0.0,0.0,0.0,327750.0
29.0,273,1,1,11,5,0.0,0.0,0.0,1.0,1181544.0
28.0,68,1,1,4,3,0.0,0.0,0.0,1.0,286171.0
7.0,181,1,1,4,5,1.0,0.0,0.0,0.0,794846.0
32.0,172,1,2,4,5,0.0,0.0,0.0,1.0,723845.0
21.0,155,2,1,9,3,0.0,0.0,0.0,1.0,695020.0
18.0,72,4,1,11,2,0.0,1.0,0.0,0.0,295416.0
18.0,96,1,1,9,1,0.0,1.0,0.0,0.0,349632.0
35.0,266,1,2,10,5,0.0,0.0,0.0,1.0,1364939.0
26.0,269,1,1,7,9,1.0,0.0,0.0,0.0,853383.0
28.0,250,1,2,1,7,0.0,0.0,0.0,1.0,970808.0
29.0,187,2,1,10,1,0.0,0.0,0.0,1.0,1071222.0
27.0,274,2,2,4,16,1.0,0.0,0.0,0.0,989296.0
34.0,141,1,1,5,9,0.0,0.0,0.0,1.0,668554.0
16.0,268,1,2,2,4,0.0,1.0,0.0,0.0,839431.0
10.0,169,4,1,6,5,1.0,0.0,0.0,0.0,579129.0
30.0,192,1,2,1,7,0.0,0.0,0.0,1.0,781710.0
27.0,294,1,1,6,2,1.0,0.0,0.0,0.0,926466.0
26.0,72,1,1,7,1,1.0,0.0,0.0,0.0,274753.0
33.0,217,2,2,4,8,0.0,0.0,0.0,1.0,887075.0
29.0,250,1,2,1,8,0.0,0.0,0.0,1.0,914598.0
25.0,107,1,1,9,1,0.0,0.0,0.0,1.0,550754.0
10.0,168,1,2,3,7,1.0,0.0,0.0,0.0,628795.0
11.0,191,2,1,11,4,0.0,0.0,0.0,1.0,865465.0
16.0,61,1,1,3,5,0.0,1.0,0.0,0.0,258754.0
38.0,229,1,1,4,2,0.0,0.0,0.0,1.0,990082.0
16.0,239,1,1,4,2,0.0,1.0,0.0,0.0,840426.0
32.0,122,1,1,5,2,0.0,0.0,0.0,1.0,577640.0
37.0,94,1,1,3,6,0.0,0.0,0.0,1.0,461127.0
10.0,82,1,1,6,3,1.0,0.0,0.0,0.0,342122.0
10.0,138,3,1,1,10,1.0,0.0,0.0,0.0,475304.0
19.0,150,4,1,5,6,0.0,1.0,0.0,0.0,579589.0
28.0,148,1,1,11,7,0.0,0.0,0.0,1.0,708063.0
17.0,269,4,1,7,16,0.0,1.0,0.0,0.0,777293.0
29.0,96,2,1,2,2,0.0,0.0,0.0,1.0,423944.0
10.0,300,1,2,3,9,1.0,0.0,0.0,0.0,1044486.0
17.0,268,1,1,6,7,0.0,1.0,0.0,0.0,931906.0
25.0,178,3,1,4,1,0.0,0.0,0.0,1.0,820973.0
15.0,291,1,2,9,5,0.0,1.0,0.0,0.0,1043904.0
16.0,209,2,2,7,3,0.0,1.0,0.0,0.0,676694.0
29.0,263,1,1,10,5,0.0,0.0,0.0,1.0,1317664.0
25.0,173,1,1,3,2,0.0,0.0,0.0,1.0,733203.0
32.0,195,2,1,2,4,0.0,0.0,0.0,1.0,944302.0
23.0,196,1,1,2,6,0.0,0.0,0.0,1.0,881607.0
18.0,264,1,1,4,5,0.0,1.0,0.0,0.0,993589.0
18.0,269,1,2,4,5,0.0,1.0,0.0,0.0,1062382.0
13.0,82,2,1,8,6,0.0,1.0,0.0,0.0,266028.0
28.0,259,2,2,6,1,0.0,0.0,0.0,1.0,1116269.0
12.0,265,1,2,9,16,0.0,1.0,0.0,0.0,968056.0
27.0,248,1,1,3,1,1.0,0.0,0.0,0.0,717011.0
10.0,141,1,1,8,5,1.0,0.0,0.0,0.0,543848.0
10.0,83,1,1,4,9,1.0,0.0,0.0,0.0,321144.0
17.0,267,2,2,6,10,0.0,1.0,0.0,0.0,922270.0
29.0,53,3,1,8,8,0.0,0.0,0.0,1.0,253232.0
17.0,134,3,1,10,4,0.0,1.0,0.0,0.0,524163.0
32.0,108,1,1,8,4,0.0,0.0,0.0,1.0,433946.0
14.0,192,3,1,3,1,0.0,1.0,0.0,0.0,688947.0
29.0,192,1,2,8,10,0.0,0.0,0.0,1.0,903492.0
29.0,280,1,1,4,7,0.0,0.0,0.0,1.0,1088714.0
10.0,226,1,1,5,2,1.0,0.0,0.0,0.0,697431.0
29.0,88,2,1,3,10,0.0,0.0,0.0,1.0,439397.0
17.0,140,1,1,10,9,0.0,1.0,0.0,0.0,586522.0
19.0,192,1,2,1,5,0.0,1.0,0.0,0.0,640693.0
29.0,184,3,1,4,10,1.0,0.0,0.0,0.0,667189.0
11.0,169,1,1,8,3,0.0,0.0,0.0,1.0,826564.0
10.0,255,1,2,7,16,1.0,0.0,0.0,0.0,781951.0
29.0,253,2,2,7,3,0.0,0.0,0.0,1.0,1121492.0
27.0,99,1,1,4,8,0.0,0.0,0.0,1.0,454374.0
9.0,183,1,1,8,16,0.0,1.0,0.0,0.0,607468.0
18.0,264,3,1,8,9,0.0,1.0,0.0,0.0,959016.0
25.0,145,2,1,8,6,0.0,0.0,0.0,1.0,628100.0
10.0,192,2,2,11,10,1.0,0.0,0.0,0.0,637456.0
32.0,200,1,1,4,7,0.0,0.0,0.0,1.0,920151.0
36.0,93,1,1,5,7,0.0,0.0,0.0,1.0,430752.0
14.0,190,1,1,5,6,0.0,1.0,0.0,0.0,747527.0
20.0,253,1,1,4,5,0.0,0.0,0.0,1.0,1113420.0
20.0,221,3,1,10,6,0.0,0.0,0.0,1.0,963922.0
27.0,229,2,1,3,9,1.0,0.0,0.0,0.0,859671.0
29.0,191,1,1,7,9,0.0,0.0,0.0,1.0,941597.0
32.0,287,1,1,4,6,0.0,0.0,0.0,1.0,1218160.0
17.0,269,1,1,4,6,0.0,1.0,0.0,0.0,801897.0
17.0,199,2,2,2,6,0.0,1.0,0.0,0.0,691050.0
29.0,283,1,1,4,6,1.0,0.0,0.0,0.0,1019988.0
16.0,145,1,1,5,6,0.0,1.0,0.0,0.0,511869.0
12.0,81,2,1,10,16,0.0,1.0,0.0,0.0,369918.0
24.0,106,3,1,9,2,0.0,0.0,0.0,1.0,581563.0
32.0,162,2,2,6,6,0.0,0.0,0.0,1.0,659080.0
10.0,112,1,1,1,2,1.0,0.0,0.0,0.0,435764.0
28.0,128,2,1,8,5,0.0,0.0,0.0,1.0,615070.0
27.0,277,2,2,9,16,1.0,0.0,0.0,0.0,1040389.0
18.0,132,3,1,2,5,0.0,1.0,0.0,0.0,450974.0
29.0,226,1,2,6,5,0.0,0.0,0.0,1.0,840342.0
29.0,142,2,1,9,1,1.0,0.0,0.0,0.0,634244.0
17.0,92,1,1,2,8,0.0,1.0,0.0,0.0,359439.0
33.0,215,1,2,5,6,0.0,0.0,0.0,1.0,811632.0
27.0,144,1,1,3,1,1.0,0.0,0.0,0.0,591619.0
10.0,128,2,1,3,10,1.0,0.0,0.0,0.0,452927.0
19.0,241,2,2,3,5,0.0,1.0,0.0,0.0,800416.0
22.0,134,1,1,10,1,1.0,0.0,0.0,0.0,550157.0
26.0,211,1,1,7,1,1.0,0.0,0.0,0.0,782388.0
32.0,72,1,1,5,9,0.0,0.0,0.0,1.0,380621.0
27.0,180,2,2,5,5,0.0,0.0,0.0,1.0,844576.0
25.0,114,1,1,1,5,0.0,0.0,0.0,1.0,585303.0
16.0,127,2,1,10,7,0.0,1.0,0.0,0.0,529771.0
1.0,160,1,1,10,3,0.0,0.0,1.0,0.0,752631.0
18.0,125,2,1,9,1,0.0,1.0,0.0,0.0,449456.0
26.0,205,1,2,1,16,1.0,0.0,0.0,0.0,714475.0
10.0,167,1,1,2,10,1.0,0.0,0.0,0.0,590485.0
29.0,130,1,1,8,1,0.0,0.0,0.0,1.0,590854.0
28.0,281,1,2,9,7,0.0,0.0,0.0,1.0,1329912.0
30.0,55,1,1,10,4,0.0,0.0,0.0,1.0,297815.0
29.0,86,2,1,1,5,0.0,0.0,0.0,1.0,350303.0
23.0,188,1,1,2,7,0.0,0.0,0.0,1.0,818346.0
10.0,139,1,1,5,1,1.0,0.0,0.0,0.0,515654.0
18.0,197,1,1,5,7,0.0,1.0,0.0,0.0,648763.0
25.0,99,1,1,7,1,0.0,0.0,0.0,1.0,483003.0
1.0,163,1,2,6,16,0.0,0.0,1.0,0.0,571071.0
2.0,62,1,1,10,5,0.0,0.0,0.0,1.0,371864.0
17.0,167,2,2,1,9,0.0,1.0,0.0,0.0,617063.0
15.0,222,2,2,6,2,0.0,1.0,0.0,0.0,770454.0
32.0,181,1,2,7,6,0.0,0.0,0.0,1.0,800157.0
2.0,141,1,1,11,3,0.0,0.0,0.0,1.0,574526.0
6.0,88,1,1,5,7,0.0,1.0,0.0,0.0,337946.0
26.0,135,1,1,9,9,1.0,0.0,0.0,0.0,515317.0
1.0,54,3,1,9,1,0.0,0.0,1.0,0.0,244509.0
11.0,234,1,2,8,16,0.0,0.0,0.0,1.0,843309.0
19.0,275,2,2,7,1,0.0,1.0,0.0,0.0,923882.0
29.0,54,2,1,10,10,1.0,0.0,0.0,0.0,269786.0
12.0,244,2,2,1,7,0.0,1.0,0.0,0.0,848512.0
29.0,203,1,2,2,4,1.0,0.0,0.0,0.0,753240.0
16.0,144,3,1,5,5,0.0,1.0,0.0,0.0,542664.0
19.0,100,4,1,11,4,0.0,1.0,0.0,0.0,329559.0
29.0,262,1,2,1,2,0.0,0.0,0.0,1.0,999592.0
17.0,130,1,1,10,5,0.0,1.0,0.0,0.0,510535.0
32.0,195,1,1,8,3,0.0,0.0,0.0,1.0,899115.0
10.0,98,1,1,7,16,1.0,0.0,0.0,0.0,321999.0
18.0,51,2,1,10,7,0.0,1.0,0.0,0.0,222641.0
26.0,129,2,1,3,6,1.0,0.0,0.0,0.0,468046.0
10.0,157,2,1,11,10,1.0,0.0,0.0,0.0,609464.0
29.0,267,1,2,4,1,0.0,0.0,0.0,1.0,972602.0
37.0,277,1,1,10,9,0.0,0.0,0.0,1.0,1419970.0
5.0,248,2,2,10,10,0.0,0.0,0.0,1.0,1247145.0
27.0,270,4,2,5,10,0.0,0.0,0.0,1.0,1214987.0
30.0,195,2,1,3,2,0.0,0.0,0.0,1.0,887976.0
26.0,294,2,2,7,8,1.0,0.0,0.0,0.0,954532.0
18.0,58,2,1,10,16,0.0,1.0,0.0,0.0,304100.0
29.0,232,2,2,9,4,1.0,0.0,0.0,0.0,950169.0
12.0,169,2,1,8,6,0.0,1.0,0.0,0.0,659152.0
17.0,147,1,1,7,6,0.0,1.0,0.0,0.0,535504.0
32.0,236,1,2,5,1,0.0,0.0,0.0,1.0,892938.0
32.0,115,1,1,3,8,0.0,0.0,0.0,1.0,566759.0
6.0,261,1,2,10,6,0.0,1.0,0.0,0.0,992599.0
2.0,196,1,1,2,2,1.0,0.0,0.0,0.0,720222.0
10.0,127,1,1,1,7,1.0,0.0,0.0,0.0,450596.0
12.0,142,1,1,6,1,0.0,1.0,0.0,0.0,515659.0
10.0,101,1,1,8,2,1.0,0.0,0.0,0.0,328432.0
29.0,95,1,1,8,6,1.0,0.0,0.0,0.0,327746.0
29.0,125,2,1,4,8,0.0,0.0,0.0,1.0,533341.0
10.0,142,1,1,7,4,1.0,0.0,0.0,0.0,592083.0
10.0,55,1,1,11,6,1.0,0.0,0.0,0.0,237850.0
26.0,164,1,2,10,2,1.0,0.0,0.0,0.0,752724.0
26.0,195,1,1,4,10,1.0,0.0,0.0,0.0,762870.0
31.0,284,3,1,2,9,0.0,0.0,0.0,1.0,1079965.0
18.0,189,3,1,9,8,0.0,1.0,0.0,0.0,894893.0
19.0,174,1,1,1,2,0.0,1.0,0.0,0.0,688024.0
27.0,258,1,1,3,4,0.0,0.0,0.0,1.0,1071437.0
26.0,297,1,1,4,5,1.0,0.0,0.0,0.0,895709.0
8.0,207,1,1,8,7,0.0,1.0,0.0,0.0,721583.0
13.0,82,3,1,4,5,0.0,1.0,0.0,0.0,277762.0
23.0,229,1,2,11,6,0.0,0.0,0.0,1.0,1023548.0
9.0,240,2,2,5,9,0.0,1.0,0.0,0.0,797570.0
30.0,214,2,2,10,6,0.0,0.0,0.0,1.0,1005886.0
13.0,124,1,1,8,5,0.0,1.0,0.0,0.0,415389.0
29.0,51,1,1,8,5,1.0,0.0,0.0,0.0,207758.0
26.0,118,1,1,1,2,1.0,0.0,0.0,0.0,475759.0
23.0,60,1,1,5,16,0.0,0.0,0.0,1.0,308979.0
29.0,267,3,2,10,6,1.0,0.0,0.0,0.0,1103758.0
26.0,263,2,2,4,8,1.0,0.0,0.0,0.0,854835.0
32.0,119,2,1,2,3,0.0,0.0,0.0,1.0,537196.0
29.0,196,1,2,4,10,0.0,0.0,0.0,1.0,914619.0
27.0,93,1,1,11,1,0.0,0.0,0.0,1.0,374597.0
7.0,115,1,1,11,3,1.0,0.0,0.0,0.0,458122.0
34.0,53,2,1,6,6,0.0,0.0,0.0,1.0,259274.0
26.0,190,1,1,2,9,1.0,0.0,0.0,0.0,609902.0
22.0,112,4,1,9,7,1.0,0.0,0.0,0.0,519025.0
25.0,211,2,1,9,7,0.0,0.0,0.0,1.0,960574.0
36.0,236,2,1,1,3,0.0,0.0,0.0,1.0,1007778.0
29.0,240,2,2,5,5,1.0,0.0,0.0,0.0,778449.0
10.0,96,1,1,3,3,1.0,0.0,0.0,0.0,376112.0
28.0,75,3,1,1,4,0.0,0.0,0.0,1.0,400351.0
